ts_ms,funding_rate
1678492800000,0.0000888
1678521600000,-0.00005596
1678550400000,0.0001
1678579200000,0.0001
1678608000000,0.0001
1678636800000,0.0001
1678665600000,0.00009967
1678694400000,-0.00002601
1678723200000,0.0001
1678752000000,0.0001
1678780800000,0.0001
1678809600000,0.0001
1678838400000,0.0001
1678867200000,0.0001
1678896000000,0.0001
1678924800000,0.0001
1678953600000,0.0001
1678982400000,0.0001
1679011200000,0.0001
1679040000000,0.0001
1679068800000,0.0001
1679097600000,0.0001
1679126400000,0.0001
1679155200000,0.0001
1679184000000,0.0001
1679212800000,0.0001
1679241600000,0.0001
1679270400000,0.0001
1679299200000,0.00004729
1679328000000,0.0001
1679356800000,0.00006722
1679385600000,-0.00002604
1679414400000,0.00009857
1679443200000,0.00008684
1679472000000,0.00005224
1679500800000,0.00001601
1679529600000,-0.00009726
1679558400000,0.00001446
1679587200000,0.0001
1679616000000,0.0001
1679644800000,0.00009726
1679673600000,-0.00002596
1679702400000,0.00003622
1679731200000,0.00002877
1679760000000,0.00000854
1679788800000,0.00004484
1679817600000,0.00007514
1679846400000,0.0001
1679875200000,0.00005691
1679904000000,-0.00005093
1679932800000,-0.00001658
1679961600000,-0.00008053
1679990400000,-0.00000521
1680019200000,0.0001
1680048000000,0.00006935
1680076800000,0.0001
1680105600000,0.0001
1680134400000,0.0001
1680163200000,-0.00002058
1680192000000,0.00007819
1680220800000,0.00005117
1680249600000,0.0001
1680278400000,0.0001
1680307200000,0.0001
1680336000000,0.0001
1680364800000,0.00009455
1680393600000,0.00001334
1680422400000,0.00000732
1680451200000,0.00002425
1680480000000,0.00001934
1680508800000,0.00003194
1680537600000,0.00002512
1680566400000,-0.00000567
1680595200000,-0.00000547
1680624000000,0.00006407
1680652800000,0.00001359
1680681600000,0.0001
1680710400000,0.0001
1680739200000,0.00002068
1680768000000,0.0000433
1680796800000,0.00007434
1680825600000,-0.00000301
1680854400000,0.0001
1680883200000,0.00007251
1680912000000,0.00005208
1680940800000,0.0000842
1680969600000,0.0001
1680998400000,0.00000408
1681027200000,0.00000266
1681056000000,0.0001
1681084800000,0.00001637
1681113600000,0.00007586
1681142400000,0.0001
1681171200000,0.0001
1681200000000,0.0001
1681228800000,0.0001
1681257600000,0.0001
1681286400000,0.0001
1681315200000,0.00004175
1681344000000,0.0001
1681372800000,0.0001
1681401600000,0.0001
1681430400000,0.0001
1681459200000,0.0001
1681488000000,0.0001
1681516800000,0.0001
1681545600000,0.0001
1681574400000,0.0001
1681603200000,0.0001
1681632000000,0.0001
1681660800000,0.0001
1681689600000,0.0001
1681718400000,0.0001
1681747200000,0.0001
1681776000000,0.0001
1681804800000,0.0001
1681833600000,0.0001
1681862400000,0.0001
1681891200000,0.0001
1681920000000,0.0001
1681948800000,0.0001
1681977600000,0.0001
1682006400000,0.0001
1682035200000,0.0001
1682064000000,0.0001
1682092800000,0.0001
1682121600000,0.0001
1682150400000,0.0001
1682179200000,0.0001
1682208000000,0.00007298
1682236800000,0.0001
1682265600000,0.0001
1682294400000,0.0001
1682323200000,0.00008671
1682352000000,0.0001
1682380800000,0.0001
1682409600000,0.00009913
1682438400000,0.00002332
1682467200000,0.00007178
1682496000000,0.00005244
1682524800000,0.0001
1682553600000,0.0001
1682582400000,0.0001
1682611200000,0.0001
1682640000000,0.0001
1682668800000,0.0001
1682697600000,0.00009026
1682726400000,0.0001
1682755200000,0.0001
1682784000000,0.00009531
1682812800000,0.00007751
1682841600000,0.00003367
1682870400000,0.00009135
1682899200000,0.00001825
1682928000000,0.0000495
1682956800000,0.00001549
1682985600000,0.00009824
1683014400000,0.00004475
1683043200000,0.0001
1683072000000,0.0001
1683100800000,0.0001
1683129600000,0.00009466
1683158400000,0.0001
1683187200000,0.0001
1683216000000,0.0001
1683244800000,0.0001
1683273600000,0.0001
1683302400000,0.0001
1683331200000,0.0001
1683360000000,0.0001
1683388800000,0.00005594
1683417600000,0.00004472
1683446400000,0.00002396
1683475200000,0.00009383
1683504000000,0.00009141
1683532800000,0.00008192
1683561600000,0.0001
1683590400000,0.0001
1683619200000,0.0001
1683648000000,0.00009069
1683676800000,0.00009423
1683705600000,0.00006774
1683734400000,0.00001779
1683763200000,0.00004338
1683792000000,0.00004789
1683820800000,0.00005119
1683849600000,0.00009766
1683878400000,-0.00002941
1683907200000,0.00009944
1683936000000,0.0001
1683964800000,0.00006473
1683993600000,0.00000934
1684022400000,0.00007959
1684051200000,0.00004289
1684080000000,0.0001
1684108800000,-0.00001617
1684137600000,0.00003085
1684166400000,-0.00005873
1684195200000,-0.00005484
1684224000000,0.00004544
1684252800000,0.0001
1684281600000,0.0001
1684310400000,0.0001
1684339200000,0.00005721
1684368000000,0.00006175
1684396800000,0.00002964
1684425600000,0.0001
1684454400000,0.00009604
1684483200000,0.00008693
1684512000000,0.0001
1684540800000,0.0001
1684569600000,0.0001
1684598400000,0.00006333
1684627200000,0.00005855
1684656000000,0.00008078
1684684800000,0.00001848
1684713600000,0.0001
1684742400000,0.00009296
1684771200000,0.0001
1684800000000,0.00001259
1684828800000,0.0001
1684857600000,0.00007297
1684886400000,0.0001
1684915200000,0.00002509
1684944000000,0.0000612
1684972800000,0.0000385
1685001600000,0.00006188
1685030400000,0.00009143
1685059200000,0.00005262
1685088000000,0.00002932
1685116800000,0.00006045
1685145600000,-0.00002858
1685174400000,-0.00000505
1685203200000,0.00001422
1685232000000,-0.00003635
1685260800000,-0.00005687
1685289600000,0.00005912
1685318400000,0.0000563
1685347200000,0.0001
1685376000000,0.0001
1685404800000,0.0001
1685433600000,0.0001
1685462400000,0.0001
1685491200000,0.00009768
1685520000000,0.00002894
1685548800000,0.0001
1685577600000,0.00007948
1685606400000,0.00004075
1685635200000,0.00008579
1685664000000,0.00007218
1685692800000,0.0001
1685721600000,0.0001
1685750400000,0.0001
1685779200000,0.00006693
1685808000000,0.0001
1685836800000,0.00005534
1685865600000,0.00006413
1685894400000,0.0001
1685923200000,0.0001
1685952000000,0.0001
1685980800000,0.0001
1686009600000,0.0001
1686038400000,0.00000907
1686067200000,0.00009199
1686096000000,0.0001
1686124800000,0.0001
1686153600000,0.00008587
1686182400000,0.0000882
1686211200000,0.0001
1686240000000,0.00007264
1686268800000,0.0001
1686297600000,0.00000378
1686326400000,0.0000818
1686355200000,0.00006062
1686384000000,0.0001
1686412800000,0.0001
1686441600000,0.0001
1686470400000,0.00007727
1686499200000,0.00009424
1686528000000,0.00002049
1686556800000,0.00005626
1686585600000,0.0000092
1686614400000,0.0001
1686643200000,0.00001649
1686672000000,0.00007282
1686700800000,0.00009582
1686729600000,0.00008291
1686758400000,0.0001
1686787200000,-0.00000477
1686816000000,0.00000959
1686844800000,0.0000747
1686873600000,0.0001
1686902400000,0.00002742
1686931200000,0.00004885
1686960000000,0.0001
1686988800000,0.0001
1687017600000,0.0001
1687046400000,0.00009041
1687075200000,0.00007185
1687104000000,0.0000771
1687132800000,0.0001
1687161600000,0.00006562
1687190400000,0.0001
1687219200000,0.00004409
1687248000000,0.00005433
1687276800000,0.00005525
1687305600000,0.0001
1687334400000,-0.00002288
1687363200000,-0.00002911
1687392000000,0.00009749
1687420800000,0.00005702
1687449600000,0.00004708
1687478400000,0.0001
1687507200000,0.00003523
1687536000000,0.00000234
1687564800000,0.00007822
1687593600000,0.00003416
1687622400000,-0.00000543
1687651200000,0.00001701
1687680000000,0.0001
1687708800000,0.0001
1687737600000,0.00005201
1687766400000,-0.00002097
1687795200000,0.0000358
1687824000000,-0.00003511
1687852800000,0.00009347
1687881600000,0.00007617
1687910400000,0.0001
1687939200000,0.0001
1687968000000,0.00006535
1687996800000,0.00007139
1688025600000,0.0001
1688054400000,0.0001
1688083200000,0.0001
1688112000000,0.0001
1688140800000,0.0001
1688169600000,0.0001
1688198400000,0.0001
1688227200000,0.0001
1688256000000,0.0001
1688284800000,0.0001
1688313600000,0.0001
1688342400000,0.0001
1688371200000,0.0001
1688400000000,0.0001
1688428800000,0.0001
1688457600000,0.0001
1688486400000,0.0001
1688515200000,0.0001
1688544000000,0.0001
1688572800000,0.0001
1688601600000,0.0001
1688630400000,0.0001
1688659200000,0.00007181
1688688000000,0.00006304
1688716800000,0.00009987
1688745600000,0.00007369
1688774400000,0.0001
1688803200000,0.0001
1688832000000,0.00002497
1688860800000,0.0001
1688889600000,0.0001
1688918400000,0.0001
1688947200000,0.00009847
1688976000000,0.00009211
1689004800000,0.00008099
1689033600000,0.00006581
1689062400000,0.00001069
1689091200000,0.00000396
1689120000000,0.00006719
1689148800000,0.00008084
1689177600000,0.00002733
1689206400000,-0.0000237
1689235200000,0.00000117
1689264000000,0.00008424
1689292800000,0.0001
1689321600000,0.0001
1689350400000,0.0001
1689379200000,0.00008801
1689408000000,0.00005754
1689436800000,0.0001
1689465600000,0.00007564
1689494400000,0.00007677
1689523200000,0.0001
1689552000000,0.0001
1689580800000,0.00002729
1689609600000,0.00005336
1689638400000,0.00006575
1689667200000,0.0001
1689696000000,0.0001
1689724800000,0.00009895
1689753600000,0.0001
1689782400000,0.0001
1689811200000,0.00000931
1689840000000,0.0001
1689868800000,0.00002869
1689897600000,0.00004711
1689926400000,0.00004432
1689955200000,0.00002246
1689984000000,0.00008674
1690012800000,0.00001645
1690041600000,-0.00000406
1690070400000,0.00007265
1690099200000,-0.00001733
1690128000000,0.00001977
1690156800000,0.00001548
1690185600000,0.00002556
1690214400000,0.00003146
1690243200000,0.00001125
1690272000000,0.00006838
1690300800000,0.00004127
1690329600000,0.00005474
1690358400000,0.00006576
1690387200000,0.00009827
1690416000000,0.00003013
1690444800000,0.00001402
1690473600000,0.00007437
1690502400000,-0.00003206
1690531200000,-0.0000528
1690560000000,0.00006807
1690588800000,0.0001
1690617600000,0.0001
1690646400000,0.00007239
1690675200000,0.00008949
1690704000000,0.00007435
1690732800000,-0.00003231
1690761600000,-0.00006447
1690790400000,-0.00007754
1690819200000,-0.00002809
1690848000000,0.00005144
1690876800000,0.00003104
1690905600000,0.0001
1690934400000,0.0001
1690963200000,0.0001
1690992000000,0.0001
1691020800000,0.0001
1691049600000,0.0001
1691078400000,0.0001
1691107200000,0.0001
1691136000000,0.00005835
1691164800000,0.0001
1691193600000,0.0001
1691222400000,0.0001
1691251200000,0.0001
1691280000000,0.0001
1691308800000,0.0001
1691337600000,0.0001
1691366400000,0.0001
1691395200000,0.0001
1691424000000,0.0001
1691452800000,0.0001
1691481600000,0.0001
1691510400000,0.0001
1691539200000,0.00007857
1691568000000,0.00001325
1691596800000,0.0001
1691625600000,0.00009465
1691654400000,0.00009063
1691683200000,0.0001
1691712000000,0.00004349
1691740800000,0.00001223
1691769600000,0.0001
1691798400000,0.0001
1691827200000,0.0001
1691856000000,0.0001
1691884800000,0.0001
1691913600000,0.00008095
1691942400000,0.0001
1691971200000,0.0001
1692000000000,0.0001
1692028800000,0.0001
1692057600000,0.0001
1692086400000,0.0001
1692115200000,0.0001
1692144000000,0.0001
1692172800000,0.0001
1692201600000,0.0001
1692230400000,0.0001
1692259200000,0.0001
1692288000000,0.0001
1692316800000,-0.00001461
1692345600000,0.0001
1692374400000,-0.00002368
1692403200000,-0.0000431
1692432000000,-0.00005699
1692460800000,-0.00003597
1692489600000,-0.0000006
1692518400000,-0.00005349
1692547200000,0.00007199
1692576000000,0.00003492
1692604800000,0.0001
1692633600000,0.00000107
1692662400000,0.00005092
1692691200000,-0.00011576
1692720000000,-0.00001485
1692748800000,-0.00000105
1692777600000,-0.00003018
1692806400000,0.00002016
1692835200000,-0.00001113
1692864000000,-0.00008445
1692892800000,-0.00012613
1692921600000,-0.00001772
1692950400000,0.00000922
1692979200000,-0.00003264
1693008000000,0.00002163
1693036800000,0.00005551
1693065600000,-0.00000447
1693094400000,0.00003137
1693123200000,0.00009078
1693152000000,0.00002053
1693180800000,0.00001812
1693209600000,-0.00003126
1693238400000,0.00007658
1693267200000,0.00005744
1693296000000,0.00006547
1693324800000,0.00004496
1693353600000,0.00002102
1693382400000,0.00006302
1693411200000,-0.00000289
1693440000000,-0.00001337
1693468800000,-0.00002907
1693497600000,-0.00000647
1693526400000,0.00000972
1693555200000,-0.0000424
1693584000000,-0.00000901
1693612800000,-0.00001337
1693641600000,0.00000795
1693670400000,0.00003755
1693699200000,0.00004389
1693728000000,-0.00006936
1693756800000,-0.00004437
1693785600000,0.00001787
1693814400000,-0.00003765
1693843200000,-0.00003828
1693872000000,0.00004792
1693900800000,-0.00003871
1693929600000,0.00006532
1693958400000,-0.00000928
1693987200000,-0.00004712
1694016000000,-0.00000591
1694044800000,0.0001
1694073600000,0.00007903
1694102400000,0.00001464
1694131200000,0.00008537
1694160000000,0.00001353
1694188800000,-0.00001113
1694217600000,0.00002342
1694246400000,0.00003912
1694275200000,0.00004265
1694304000000,0.00003764
1694332800000,0.00001062
1694361600000,-0.00000989
1694390400000,0.00004124
1694419200000,-0.00001976
1694448000000,-0.00004074
1694476800000,-0.00005201
1694505600000,-0.00001447
1694534400000,0.00001454
1694563200000,0.00001138
1694592000000,-0.00004299
1694620800000,0.00000732
1694649600000,-0.0000352
1694678400000,-0.00005403
1694707200000,-0.0000095
1694736000000,-0.0000229
1694764800000,0.00005553
1694793600000,-0.00005194
1694822400000,-0.00001627
1694851200000,0.0000018
1694880000000,-0.0000516
1694908800000,-0.0000086
1694937600000,-0.00004541
1694966400000,0.00003967
1694995200000,-0.00008643
1695024000000,-0.00001948
1695052800000,0.00003279
1695081600000,-0.0000053
1695110400000,-0.00007109
1695139200000,0.0000074
1695168000000,-0.00003313
1695196800000,-0.00005257
1695225600000,-0.00001485
1695254400000,0.00001525
1695283200000,0.00003255
1695312000000,-0.00004271
1695340800000,0.00007853
1695369600000,0.00009922
1695398400000,0.00005977
1695427200000,0.00004642
1695456000000,-0.00004243
1695484800000,0.00004649
1695513600000,0.0001
1695542400000,0.00002302
1695571200000,0.00006683
1695600000000,-0.00000002
1695628800000,-0.00005266
1695657600000,0.00002471
1695686400000,0.00005402
1695715200000,0.00004012
1695744000000,0.00006467
1695772800000,0.00006945
1695801600000,0.00004729
1695830400000,0.00004619
1695859200000,0.00003812
1695888000000,0.0000386
1695916800000,-0.0000116
1695945600000,0.00002789
1695974400000,0.00008352
1696003200000,-0.00001329
1696032000000,-0.00005446
1696060800000,0.0000451
1696089600000,0.00004679
1696118400000,-0.00001403
1696147200000,0.00002581
1696176000000,0.00003723
1696204800000,0.00001405
1696233600000,0.00001927
1696262400000,-0.00002329
1696291200000,0.0000426
1696320000000,0.0000588
1696348800000,0.0000479
1696377600000,0.00006549
1696406400000,0.00007702
1696435200000,0.0000491
1696464000000,-0.00008047
1696492800000,-0.00002085
1696521600000,-0.00002822
1696550400000,0.0000597
1696579200000,0.0001
1696608000000,0.00005383
1696636800000,0.00004038
1696665600000,0.00003947
1696694400000,-0.00001944
1696723200000,0.00006023
1696752000000,0.00005332
1696780800000,0.00002888
1696809600000,-0.00003314
1696838400000,0.00000541
1696867200000,0.00000227
1696896000000,0.00007476
1696924800000,0.00007067
1696953600000,0.00008641
1696982400000,0.0000525
1697011200000,0.00000722
1697040000000,0.00005242
1697068800000,0.00006487
1697097600000,0.00006213
1697126400000,0.00003613
1697155200000,0.00003856
1697184000000,0.0000623
1697212800000,0.00003051
1697241600000,0.0000296
1697270400000,0.0000177
1697299200000,0.0001
1697328000000,0.0001
1697356800000,0.00008891
1697385600000,0.00003762
1697414400000,0.00008919
1697443200000,0.00004125
1697472000000,0.00004418
1697500800000,0.00001745
1697529600000,0.00002554
1697558400000,-0.00004403
1697587200000,-0.00003016
1697616000000,-0.00005841
1697644800000,-0.00001312
1697673600000,-0.00014382
1697702400000,-0.00011677
1697731200000,-0.00001264
1697760000000,0.00006324
1697788800000,0.00008903
1697817600000,0.00007404
1697846400000,0.00009135
1697875200000,0.00005641
1697904000000,0.00002131
1697932800000,0.00009874
1697961600000,0.0001
1697990400000,0.00000418
1698019200000,0.0001
1698048000000,0.0001
1698076800000,0.00006712
1698105600000,0.0001
1698134400000,0.0001
1698163200000,0.0001
1698192000000,0.0001
1698220800000,0.0001
1698249600000,0.0001
1698278400000,0.0001
1698307200000,0.0001
1698336000000,0.0001
1698364800000,0.0001
1698393600000,0.0001
1698422400000,0.0001
1698451200000,0.0001
1698480000000,0.0001
1698508800000,0.0001
1698537600000,0.0001
1698566400000,0.0001
1698595200000,0.0001
1698624000000,0.0001
1698652800000,0.0001
1698681600000,0.0001
1698710400000,0.0001
1698739200000,0.0001
1698768000000,0.0001
1698796800000,0.0001
1698825600000,0.00016919
1698854400000,0.0001
1698883200000,0.00020046
1698912000000,0.0001356
1698940800000,0.0001
1698969600000,0.0001
1698998400000,0.0001
1699027200000,0.0001
1699056000000,0.0001
1699084800000,0.0001
1699113600000,0.0001
1699142400000,0.0001
1699171200000,0.00010037
1699200000000,0.00012957
1699228800000,0.0001
1699257600000,0.0001
1699286400000,0.0001
1699315200000,0.0001
1699344000000,0.0001
1699372800000,0.0001
1699401600000,0.0001
1699430400000,0.0001
1699459200000,0.0001
1699488000000,0.0001
1699516800000,0.00011286
1699545600000,0.00064556
1699574400000,0.00042027
1699603200000,0.00070545
1699632000000,0.0002994
1699660800000,0.00033141
1699689600000,0.00027436
1699718400000,0.00038352
1699747200000,0.0001593
1699776000000,0.00020558
1699804800000,0.00044772
1699833600000,0.00050234
1699862400000,0.0002558
1699891200000,0.00025917
1699920000000,0.00018836
1699948800000,0.0001
1699977600000,0.0001
1700006400000,0.0001
1700035200000,0.0001
1700064000000,0.0001
1700092800000,0.0001
1700121600000,0.00029039
1700150400000,0.0001
1700179200000,0.0001
1700208000000,0.0001
1700236800000,0.0001
1700265600000,0.0001
1700294400000,0.0001
1700323200000,0.0001
1700352000000,0.0001
1700380800000,0.0001
1700409600000,0.0001
1700438400000,0.0001
1700467200000,0.00011748
1700496000000,0.00015755
1700524800000,0.0001
1700553600000,0.0001
1700582400000,0.0001
1700611200000,0.0001
1700640000000,0.0001
1700668800000,0.0001
1700697600000,0.0001
1700726400000,0.0001
1700755200000,0.0001
1700784000000,0.0001
1700812800000,0.0001
1700841600000,0.0001
1700870400000,0.0001
1700899200000,0.0001
1700928000000,0.0001
1700956800000,0.0001
1700985600000,0.0001
1701014400000,0.0001
1701043200000,0.0001
1701072000000,0.0001
1701100800000,0.0001
1701129600000,0.0001
1701158400000,0.0001
1701187200000,0.0001
1701216000000,0.0001
1701244800000,0.0001
1701273600000,0.0001
1701302400000,0.0001
1701331200000,0.0001
1701360000000,0.0001
1701388800000,0.0001
1701417600000,0.0001
1701446400000,0.0001
1701475200000,0.0001
1701504000000,0.0001
1701532800000,0.0001
1701561600000,0.0001
1701590400000,0.00020893
1701619200000,0.0001
1701648000000,0.0001
1701676800000,0.00028675
1701705600000,0.0001
1701734400000,0.0001
1701763200000,0.0001
1701792000000,0.0001
1701820800000,0.0001
1701849600000,0.0001
1701878400000,0.0001
1701907200000,0.0001
1701936000000,0.0001
1701964800000,0.0001
1701993600000,0.00030589
1702022400000,0.00024793
1702051200000,0.00022809
1702080000000,0.0002135
1702108800000,0.00038106
1702137600000,0.00030686
1702166400000,0.0001
1702195200000,0.0001
1702224000000,0.0001
1702252800000,0.0002125
1702281600000,0.0001
1702310400000,0.0001
1702339200000,0.00016302
1702368000000,0.00016804
1702396800000,0.0001
1702425600000,0.0001
1702454400000,0.0001
1702483200000,0.000165
1702512000000,0.0001
1702540800000,0.0001
1702569600000,0.00021791
1702598400000,0.00012792
1702627200000,0.00016732
1702656000000,0.00018143
1702684800000,0.0001
1702713600000,0.00013155
1702742400000,0.0001
1702771200000,0.0001
1702800000000,0.0001
1702828800000,0.0001
1702857600000,0.00023764
1702886400000,0.0001
1702915200000,0.0001
1702944000000,0.00018221
1702972800000,0.0001
1703001600000,0.0001
1703030400000,0.0001
1703059200000,0.0001
1703088000000,0.00021412
1703116800000,0.00032431
1703145600000,0.00017784
1703174400000,0.00047259
1703203200000,0.00048794
1703232000000,0.00053
1703260800000,0.00051349
1703289600000,0.00026219
1703318400000,0.00012324
1703347200000,0.00017894
1703376000000,0.00015976
1703404800000,0.00022811
1703433600000,0.00017793
1703462400000,0.0001
1703491200000,0.00016101
1703520000000,0.0003346
1703548800000,0.00033853
1703577600000,0.00013265
1703606400000,0.00025357
1703635200000,0.00026731
1703664000000,0.00034391
1703692800000,0.0005471
1703721600000,0.00045475
1703750400000,0.00064179
1703779200000,0.00052656
1703808000000,0.0004258
1703836800000,0.00041742
1703865600000,0.00046429
1703894400000,0.00032381
1703923200000,0.00016786
1703952000000,0.0002098
1703980800000,0.00018919
1704009600000,0.00015024
1704038400000,0.00025447
1704067200000,0.00022064
1704096000000,0.0003212
1704124800000,0.00043024
1704153600000,0.00041193
1704182400000,0.0004321
1704211200000,0.00062325
1704240000000,0.00031768
1704268800000,0.00032611
1704297600000,0.0001
