ts_ms,oi
1706043600000,58420.455
1706047200000,58558.769
1706050800000,58403.133
1706054400000,57594.538
1706058000000,57313.832
1706061600000,57586.779
1706065200000,57418.708
1706068800000,57534.901
1706072400000,57725.288
1706076000000,57786.533
1706079600000,57895.889
1706083200000,57742.139
1706086800000,58297.05
1706090400000,58775.977
1706094000000,59573.494
1706097600000,59848.512
1706101200000,59815.982
1706104800000,59102.422
1706108400000,59788.689
1706112000000,60496.862
1706115600000,60368.308
1706119200000,60988.465
1706122800000,60527.577
1706126400000,60090.736
1706130000000,60530.554
1706133600000,60598.089
1706137200000,60789.464
1706140800000,60410.63
1706144400000,60711.822
1706148000000,60871.397
1706151600000,60926.313
1706155200000,60796.738
1706158800000,60784.301
1706162400000,60380.084
1706166000000,60456.922
1706169600000,60394.875
1706173200000,60530.274
1706176800000,60856.228
1706180400000,60803.187
1706184000000,61586.096
1706187600000,61313.028
1706191200000,61991.534
1706194800000,62022.97
1706198400000,60577.117
1706202000000,61410.086
1706205600000,61672.565
1706209200000,62114.148
1706212800000,62079.642
1706216400000,62064.543
1706220000000,61821.531
1706223600000,61953.81
1706227200000,61715.294
1706230800000,61703.991
1706234400000,61687.873
1706238000000,62517.346
1706241600000,62084.954
1706245200000,62516.115
1706248800000,62442.833
1706252400000,61742.477
1706256000000,61588.553
1706259600000,62093.592
1706263200000,62964.331
1706266800000,62741.782
1706270400000,63527.35
1706274000000,63543.587
1706277600000,63069.68
1706281200000,62770.714
1706284800000,62978.079
1706288400000,62964.609
1706292000000,62878.42
1706295600000,61950.584
1706299200000,61968.13
1706302800000,61405.432
1706306400000,61092.825
1706310000000,61127.488
1706313600000,61007.776
1706317200000,60809.693
1706320800000,60686.318
1706324400000,60845.843
1706328000000,61126.088
1706331600000,61108.011
1706335200000,61146.02
1706338800000,61280.285
1706342400000,61439.911
1706346000000,60559.126
1706349600000,60408.867
1706353200000,60412.05
1706356800000,60469.265
1706360400000,60325.21
1706364000000,60377.125
1706367600000,60366.185
1706371200000,60246.08
1706374800000,60175.734
1706378400000,60219.327
1706382000000,60223.67
1706385600000,60110.91
1706389200000,60057.735
1706392800000,60217.118
1706396400000,60339.585
1706400000000,60360.304
1706403600000,60572.098
1706407200000,60692.978
1706410800000,61338.628
1706414400000,61096.82
1706418000000,60244.219
1706421600000,59585.627
1706425200000,59868.155
1706428800000,59644.721
1706432400000,59617.37
1706436000000,59483.16
1706439600000,59675.218
1706443200000,59750.744
1706446800000,59897.465
1706450400000,60030.169
1706454000000,60029.249
1706457600000,59467.723
1706461200000,59378.347
1706464800000,59117.772
1706468400000,58792.481
1706472000000,58286.43
1706475600000,57809.334
1706479200000,57685.037
1706482800000,57667.592
1706486400000,57779.419
1706490000000,57597.225
1706493600000,57586.528
1706497200000,58347.994
1706500800000,58220.235
1706504400000,58405.59
1706508000000,58622.309
1706511600000,58849.882
1706515200000,58739.279
1706518800000,58743.663
1706522400000,58648.067
1706526000000,58626.22
1706529600000,58884.022
1706533200000,59020.276
1706536800000,59622.746
1706540400000,59862.182
1706544000000,58692.994
1706547600000,58422.453
1706551200000,59432.963
1706554800000,59506.359
1706558400000,60070.871
1706562000000,60021.662
1706565600000,60006.705
1706569200000,60093.307
1706572800000,58383.425
1706576400000,58421.842
1706580000000,60121.911
1706583600000,60287.496
1706587200000,60393.804
1706590800000,60451.889
1706594400000,60274.748
1706598000000,60032.143
1706601600000,60260.928
1706605200000,59342.135
1706608800000,59413.854
1706612400000,59788.446
1706616000000,60047.966
1706619600000,59856.131
1706623200000,59912.391
1706626800000,60025.075
1706630400000,59718.302
1706634000000,59514.689
1706637600000,59329.477
1706641200000,59323.496
1706644800000,58832.802
1706648400000,58304.3
1706652000000,58489.956
1706655600000,58977.024
1706659200000,58098.574
1706662800000,57541.178
1706666400000,58037.84
1706670000000,57973.389
1706673600000,57742.675
1706677200000,57850.547
1706680800000,58021.478
1706684400000,58295.817
1706688000000,58472.475
1706691600000,58694.779
1706695200000,58625.572
1706698800000,59021.394
1706702400000,58888.231
1706706000000,59598.554
1706709600000,59348.833
1706713200000,59576.099
1706716800000,59921.407
1706720400000,59709.671
1706724000000,59912.277
1706727600000,59558.991
1706731200000,58968.798
1706734800000,58423.98
1706738400000,58212.478
1706742000000,58154.011
1706745600000,58124.945
1706749200000,57644.398
1706752800000,57301.294
1706756400000,56927.095
1706760000000,57061.182
1706763600000,57510.368
1706767200000,57858.405
1706770800000,58043.346
1706774400000,58583.734
1706778000000,58925.808
1706781600000,58971.027
1706785200000,58840.092
1706788800000,59463.983
1706792400000,59338.753
1706796000000,59207.572
1706799600000,58507.385
1706803200000,60696.537
1706806800000,60151.618
1706810400000,58816.442
1706814000000,58764.611
1706817600000,56738.441
1706821200000,56655.603
1706824800000,56214.946
1706828400000,56216.498
1706832000000,56334.298
1706835600000,55867.942
1706839200000,56311.41
1706842800000,56511.661
1706846400000,56742.171
1706850000000,56965.272
1706853600000,56945.538
1706857200000,57349.371
1706860800000,57540.067
1706864400000,57282.49
1706868000000,57636.02
1706871600000,57860.004
1706875200000,57751.435
1706878800000,57854.94
1706882400000,58223.486
1706886000000,58511.847
1706889600000,58177.491
1706893200000,57709.376
1706896800000,57373.564
1706900400000,57111.886
1706904000000,57264.746
1706907600000,56676.462
1706911200000,56495.663
1706914800000,56316.703
1706918400000,56329.555
1706922000000,56217.26
1706925600000,56468.724
1706929200000,56465.464
1706932800000,56561.756
1706936400000,56610.237
1706940000000,56756.813
1706943600000,57016.163
1706947200000,57062.881
1706950800000,57080.903
1706954400000,56714.393
1706958000000,56868.479
1706961600000,57130.92
1706965200000,56748.909
1706968800000,56820.08
1706972400000,56866.281
1706976000000,56749.947
1706979600000,57040.661
1706983200000,57093.238
1706986800000,56714.003
1706990400000,56734.667
1706994000000,56754.033
1706997600000,56740.797
1707001200000,56826.455
1707004800000,56874.396
1707008400000,56887.022
1707012000000,56914.153
1707015600000,56968.139
1707019200000,57019.575
1707022800000,57194.36
1707026400000,57145.167
1707030000000,56961.921
1707033600000,57232.333
1707037200000,57371.582
1707040800000,57182.817
1707044400000,57326.912
1707048000000,57088.8
1707051600000,57469.906
1707055200000,57493.858
1707058800000,57492.071
1707062400000,57455.861
1707066000000,57539.629
1707069600000,57491.859
1707073200000,57618.565
1707076800000,58009.194
1707080400000,57492.047
1707084000000,57409.001
1707087600000,57323.02
1707091200000,57505.922
1707094800000,58156.091
1707098400000,58028.938
1707102000000,58251.643
1707105600000,58203.325
1707109200000,58362.396
1707112800000,58449.798
1707116400000,58833.78
1707120000000,58801.107
1707123600000,59106.813
1707127200000,59187.707
1707130800000,59652.592
1707134400000,59956.63
1707138000000,60119.402
1707141600000,60356.388
1707145200000,60301.077
1707148800000,60500.286
1707152400000,60591.9
1707156000000,60216.231
1707159600000,59860.293
1707163200000,59970.541
1707166800000,60396.943
1707170400000,60178.117
1707174000000,60369.567
1707177600000,59804.987
1707181200000,60045.229
1707184800000,59883.22
1707188400000,59384.964
1707192000000,59228.803
1707195600000,59477.112
1707199200000,59481.03
1707202800000,59682.489
1707206400000,59785.716
1707210000000,59522.327
1707213600000,59644.254
1707217200000,59724.101
1707220800000,60010.732
1707224400000,59856.202
1707228000000,59865.351
1707231600000,59728.183
1707235200000,59594.315
1707238800000,59043.728
1707242400000,58988.409
1707246000000,58798.378
1707249600000,58991.157
1707253200000,58881.955
1707256800000,58854.444
1707260400000,58776.322
1707264000000,58730.778
1707267600000,58734.165
1707271200000,58726.272
1707274800000,58573.855
1707278400000,58132.486
1707282000000,57996.363
1707285600000,57893.988
1707289200000,58060.896
1707292800000,58029.476
1707296400000,58452.539
1707300000000,58907.165
1707303600000,58453.186
1707307200000,58635.961
1707310800000,58491.284
1707314400000,59030.09
1707318000000,59021.061
1707321600000,59401.226
1707325200000,59289.652
1707328800000,59531.09
1707332400000,60354.849
1707336000000,60305.521
1707339600000,60061.005
1707343200000,60386.887
1707346800000,60621.136
1707350400000,60925.882
1707354000000,60598.283
1707357600000,60285.343
1707361200000,59663.351
1707364800000,59636.578
1707368400000,59661.294
1707372000000,59782.692
1707375600000,59978.471
1707379200000,59961.889
1707382800000,60737.977
1707386400000,61195.432
1707390000000,61795.242
1707393600000,61919.881
